X,unigram,unifreq,prob
755,ideas,2602,3.84053526906815e-06
756,band,2597,3.83315530121829e-06
757,america,2596,3.83167930764832e-06
758,kid,2596,3.83167930764832e-06
759,issue,2594,3.82872732050837e-06
760,design,2592,3.82577533336843e-06
761,lovely,2584,3.81396738480865e-06
762,die,2582,3.8110153976687e-06
763,dance,2580,3.80806341052876e-06
764,non,2574,3.79920744910892e-06
765,york,2571,3.79477946839901e-06
766,market,2565,3.78592350697917e-06
767,himself,2562,3.78149552626926e-06
768,control,2560,3.77854353912931e-06
769,president,2554,3.76968757770948e-06
770,proud,2550,3.76378360342959e-06
771,fucking,2537,3.74459568701995e-06
772,truth,2535,3.74164369988e-06
773,wear,2533,3.73869171274006e-06
774,husband,2532,3.73721571917009e-06
775,police,2529,3.73278773846017e-06
776,rain,2529,3.73278773846017e-06
777,learning,2525,3.72688376418028e-06
778,thursday,2523,3.72393177704033e-06
779,lady,2516,3.71359982205053e-06
780,bitch,2513,3.70917184134061e-06
781,beat,2507,3.70031587992077e-06
782,step,2506,3.6988398863508e-06
783,type,2505,3.69736389278083e-06
784,recently,2504,3.69588789921086e-06
785,mention,2499,3.688507931361e-06
786,chicago,2491,3.67669998280122e-06
787,lead,2488,3.6722720020913e-06
788,note,2488,3.6722720020913e-06
789,father,2486,3.66932001495135e-06
790,photo,2486,3.66932001495135e-06
791,worked,2486,3.66932001495135e-06
792,lord,2485,3.66784402138138e-06
793,round,2484,3.66636802781141e-06
794,brother,2481,3.66194004710149e-06
795,program,2481,3.66194004710149e-06
796,choice,2478,3.65751206639158e-06
797,march,2476,3.65456007925163e-06
798,form,2472,3.64865610497174e-06
799,war,2461,3.63242017570204e-06
800,attention,2459,3.6294681885621e-06
801,thoughts,2449,3.61470825286238e-06
802,sit,2447,3.61175626572243e-06
803,feels,2445,3.60880427858249e-06
804,hello,2445,3.60880427858249e-06
805,link,2439,3.59994831716265e-06
806,gift,2435,3.59404434288276e-06
807,club,2434,3.59256834931279e-06
808,learned,2428,3.58371238789296e-06
809,interested,2425,3.57928440718304e-06
810,upon,2417,3.56747645862326e-06
811,according,2407,3.55271652292354e-06
812,stories,2404,3.54828854221362e-06
813,wouldn,2404,3.54828854221362e-06
814,fight,2400,3.54238456793373e-06
815,sister,2400,3.54238456793373e-06
816,safe,2399,3.54090857436376e-06
817,bro,2392,3.53057661937395e-06
818,via,2384,3.51876867081417e-06
819,members,2383,3.5172926772442e-06
820,lmao,2378,3.50991270939434e-06
821,brought,2373,3.50253274154447e-06
822,action,2371,3.49958075440453e-06
823,truly,2366,3.49220078655467e-06
824,extra,2364,3.48924879941472e-06
825,absolutely,2361,3.48482081870481e-06
826,record,2361,3.48482081870481e-06
827,lose,2359,3.48186883156486e-06
828,evening,2351,3.47006088300508e-06
829,eye,2351,3.47006088300508e-06
830,enjoyed,2345,3.46120492158525e-06
831,id,2344,3.45972892801528e-06
832,issues,2342,3.45677694087533e-06
833,afternoon,2337,3.44939697302547e-06
834,major,2335,3.44644498588552e-06
835,brown,2334,3.44496899231555e-06
836,daughter,2334,3.44496899231555e-06
837,deep,2332,3.44201700517561e-06
838,earth,2330,3.43906501803566e-06
839,example,2330,3.43906501803566e-06
840,starts,2330,3.43906501803566e-06
841,fresh,2327,3.43463703732575e-06
842,box,2326,3.43316104375577e-06
843,account,2325,3.4316850501858e-06
844,theres,2321,3.42578107590591e-06
845,star,2320,3.42430508233594e-06
846,wine,2314,3.4154491209161e-06
847,till,2312,3.41249713377616e-06
848,written,2309,3.40806915306624e-06
849,finish,2307,3.4051171659263e-06
850,hopefully,2304,3.40068918521638e-06
851,speak,2301,3.39626120450646e-06
852,heat,2300,3.39478521093649e-06
853,dear,2298,3.39183322379655e-06
854,color,2297,3.39035723022657e-06
855,san,2294,3.38592924951666e-06
856,tuesday,2294,3.38592924951666e-06
857,obama,2287,3.37559729452685e-06
858,happens,2286,3.37412130095688e-06
859,cup,2285,3.37264530738691e-06
860,continue,2283,3.36969332024696e-06
861,character,2281,3.36674133310702e-06
862,minute,2280,3.36526533953704e-06
863,third,2280,3.36526533953704e-06
864,1st,2276,3.35936136525715e-06
865,plus,2274,3.35640937811721e-06
866,details,2273,3.35493338454724e-06
867,forever,2272,3.35345739097726e-06
868,states,2268,3.34755341669737e-06
869,pass,2265,3.34312543598746e-06
870,followed,2264,3.34164944241748e-06
871,walking,2261,3.33722146170757e-06
872,smile,2260,3.3357454681376e-06
873,album,2255,3.32836550028773e-06
874,message,2251,3.32246152600784e-06
875,complete,2249,3.3195095388679e-06
876,west,2248,3.31803354529793e-06
877,photos,2246,3.31508155815798e-06
878,problems,2244,3.31212957101804e-06
879,hoping,2239,3.30474960316818e-06
880,catch,2236,3.30032162245826e-06
881,offer,2235,3.29884562888829e-06
882,table,2234,3.29736963531831e-06
883,energy,2233,3.29589364174834e-06
884,quick,2232,3.29441764817837e-06
885,conference,2227,3.28703768032851e-06
886,present,2227,3.28703768032851e-06
887,stupid,2225,3.28408569318856e-06
888,general,2224,3.28260969961859e-06
889,article,2222,3.27965771247864e-06
890,anymore,2216,3.27080175105881e-06
891,north,2212,3.26489777677892e-06
892,figure,2210,3.26194578963898e-06
893,internet,2206,3.25604181535909e-06
894,co,2202,3.2501378410792e-06
895,appreciate,2199,3.24570986036928e-06
896,opening,2197,3.24275787322933e-06
897,itself,2181,3.21914197610978e-06
898,return,2180,3.2176659825398e-06
899,loves,2179,3.21618998896983e-06
900,six,2172,3.20585803398003e-06
901,view,2172,3.20585803398003e-06
902,info,2168,3.19995405970014e-06
903,certain,2163,3.19257409185027e-06
904,likely,2158,3.18519412400041e-06
905,mad,2158,3.18519412400041e-06
906,research,2153,3.17781415615055e-06
907,tickets,2152,3.17633816258058e-06
908,events,2150,3.17338617544063e-06
909,ah,2147,3.16895819473072e-06
910,sex,2147,3.16895819473072e-06
911,straight,2145,3.16600620759077e-06
912,weird,2144,3.1645302140208e-06
913,clean,2140,3.15862623974091e-06
914,hurt,2137,3.15419825903099e-06
915,race,2135,3.15124627189105e-06
916,board,2132,3.14681829118113e-06
917,lucky,2130,3.14386630404119e-06
918,gives,2129,3.14239031047121e-06
919,songs,2129,3.14239031047121e-06
920,university,2126,3.1379623297613e-06
921,daily,2125,3.13648633619132e-06
922,sort,2125,3.13648633619132e-06
923,main,2124,3.13501034262135e-06
924,goal,2121,3.13058236191143e-06
925,warm,2121,3.13058236191143e-06
926,pain,2119,3.12763037477149e-06
927,plans,2118,3.12615438120152e-06
928,bill,2117,3.12467838763154e-06
929,choose,2117,3.12467838763154e-06
930,aren,2115,3.1217264004916e-06
931,wearing,2110,3.11434643264174e-06
932,trust,2109,3.11287043907176e-06
933,realize,2107,3.10991845193182e-06
934,mark,2106,3.10844245836185e-06
935,worst,2106,3.10844245836185e-06
936,wednesday,2105,3.10696646479188e-06
937,chocolate,2102,3.10253848408196e-06
938,places,2102,3.10253848408196e-06
939,shop,2102,3.10253848408196e-06
940,ball,2101,3.10106249051199e-06
941,focus,2097,3.0951585162321e-06
942,opportunity,2093,3.08925454195221e-06
943,sat,2087,3.08039858053237e-06
944,ice,2084,3.07597059982246e-06
945,watched,2084,3.07597059982246e-06
946,cream,2079,3.06859063197259e-06
947,changed,2076,3.06416265126268e-06
948,serious,2076,3.06416265126268e-06
949,beach,2075,3.0626866576927e-06
950,field,2075,3.0626866576927e-06
951,taste,2075,3.0626866576927e-06
952,loving,2074,3.06121066412273e-06
953,created,2072,3.05825867698279e-06
954,below,2068,3.0523547027029e-06
955,among,2062,3.04349874128306e-06
956,touch,2058,3.03759476700317e-06
957,price,2057,3.0361187734332e-06
958,quickly,2057,3.0361187734332e-06
959,contact,2052,3.02873880558334e-06
960,whats,2052,3.02873880558334e-06
961,apparently,2051,3.02726281201337e-06
962,fear,2050,3.02578681844339e-06
963,practice,2047,3.02135883773348e-06
964,leaving,2046,3.0198828441635e-06
965,library,2046,3.0198828441635e-06
966,poor,2045,3.01840685059353e-06
967,telling,2044,3.01693085702356e-06
968,radio,2040,3.01102688274367e-06
969,certainly,2037,3.00659890203375e-06
970,tour,2034,3.00217092132384e-06
971,training,2034,3.00217092132384e-06
972,born,2033,3.00069492775386e-06
973,wrote,2033,3.00069492775386e-06
974,relationship,2032,2.99921893418389e-06
975,bout,2031,2.99774294061392e-06
976,imagine,2029,2.99479095347397e-06
977,meant,2029,2.99479095347397e-06
978,test,2024,2.98741098562411e-06
979,ride,2023,2.98593499205414e-06
980,beginning,2020,2.98150701134422e-06
981,peace,2018,2.97855502420428e-06
982,isnt,2017,2.97707903063431e-06
983,wont,2017,2.97707903063431e-06
984,chicken,2016,2.97560303706433e-06
985,hahaha,2016,2.97560303706433e-06
986,original,2014,2.97265104992439e-06
987,begin,2010,2.9667470756445e-06
988,moved,2008,2.96379508850455e-06
989,current,2007,2.96231909493458e-06
990,track,2006,2.96084310136461e-06
991,sharing,1992,2.940179191385e-06
992,difficult,1991,2.93870319781502e-06
993,feet,1991,2.93870319781502e-06
994,mix,1986,2.93132322996516e-06
995,stage,1985,2.92984723639519e-06
996,folks,1984,2.92837124282522e-06
997,report,1983,2.92689524925524e-06
998,key,1982,2.92541925568527e-06
999,began,1981,2.9239432621153e-06
1000,ahead,1977,2.91803928783541e-06
1001,kept,1976,2.91656329426544e-06
1002,fit,1973,2.91213531355552e-06
1003,became,1970,2.9077073328456e-06
1004,movies,1969,2.90623133927563e-06
1005,version,1966,2.90180335856571e-06
1006,wasnt,1965,2.90032736499574e-06
1007,floor,1962,2.89589938428582e-06
1008,release,1958,2.88999541000593e-06
1009,de,1957,2.88851941643596e-06
1010,ground,1955,2.88556742929602e-06
1011,beyond,1953,2.88261544215607e-06
1012,education,1953,2.88261544215607e-06
1013,breakfast,1952,2.8811394485861e-06
1014,political,1952,2.8811394485861e-06
1015,except,1950,2.87818746144616e-06
1016,points,1949,2.87671146787618e-06
1017,holiday,1948,2.87523547430621e-06
1018,liked,1948,2.87523547430621e-06
1019,dreams,1946,2.87228348716627e-06
1020,recent,1943,2.86785550645635e-06
1021,austin,1937,2.85899954503651e-06
1022,further,1937,2.85899954503651e-06
1023,everybody,1935,2.85604755789657e-06
1024,wall,1935,2.85604755789657e-06
1025,computer,1933,2.85309557075662e-06
1026,held,1933,2.85309557075662e-06
1027,per,1933,2.85309557075662e-06
1028,putting,1933,2.85309557075662e-06
1029,grow,1930,2.84866759004671e-06
1030,expect,1928,2.84571560290676e-06
1031,missing,1928,2.84571560290676e-06
1032,june,1925,2.84128762219685e-06
1033,student,1925,2.84128762219685e-06
1034,planning,1923,2.8383356350569e-06
1035,cheese,1917,2.82947967363707e-06
1036,earlier,1915,2.82652768649712e-06
1037,kill,1915,2.82652768649712e-06
1038,cost,1911,2.82062371221723e-06
1039,study,1908,2.81619573150731e-06
1040,spot,1904,2.81029175722743e-06
1041,fair,1889,2.78815185367784e-06
1042,common,1888,2.78667586010787e-06
1043,vote,1888,2.78667586010787e-06
1044,bowl,1885,2.78224787939795e-06
1045,google,1884,2.78077188582798e-06
1046,seemed,1884,2.78077188582798e-06
1047,david,1882,2.77781989868803e-06
1048,died,1882,2.77781989868803e-06
1049,paul,1882,2.77781989868803e-06
1050,asking,1880,2.77486791154809e-06
1051,court,1879,2.77339191797812e-06
1052,double,1878,2.77191592440814e-06
1053,despite,1877,2.77043993083817e-06
1054,driving,1876,2.7689639372682e-06
1055,hes,1876,2.7689639372682e-06
1056,quality,1876,2.7689639372682e-06
1057,dr,1873,2.76453595655828e-06
1058,supposed,1872,2.76305996298831e-06
1059,review,1870,2.76010797584836e-06
1060,former,1864,2.75125201442853e-06
1061,cards,1859,2.74387204657867e-06
1062,king,1857,2.74092005943872e-06
1063,difference,1854,2.73649207872881e-06
1064,english,1852,2.73354009158886e-06
1065,exciting,1848,2.72763611730897e-06
1066,received,1841,2.71730416231917e-06
1067,reality,1839,2.71435217517922e-06
1068,characters,1838,2.71287618160925e-06
1069,ugh,1837,2.71140018803928e-06
1070,yea,1836,2.7099241944693e-06
1071,yo,1828,2.69811624590952e-06
1072,interview,1823,2.69073627805966e-06
1073,growing,1820,2.68630829734974e-06
1074,realized,1820,2.68630829734974e-06
1075,career,1818,2.6833563102098e-06
1076,image,1818,2.6833563102098e-06
1077,situation,1815,2.67892832949988e-06
1078,football,1810,2.67154836165002e-06
1079,yay,1810,2.67154836165002e-06
1080,size,1808,2.66859637451008e-06
1081,unless,1808,2.66859637451008e-06
1082,interest,1806,2.66564438737013e-06
1083,decision,1805,2.66416839380016e-06
1084,consider,1804,2.66269240023019e-06
1085,jobs,1804,2.66269240023019e-06
1086,paid,1803,2.66121640666021e-06
1087,vs,1799,2.65531243238033e-06
1088,amount,1798,2.65383643881035e-06
1089,bag,1798,2.65383643881035e-06
1090,shopping,1796,2.65088445167041e-06
1091,players,1795,2.64940845810044e-06
1092,worse,1795,2.64940845810044e-06
1093,blood,1794,2.64793246453046e-06
1094,sale,1794,2.64793246453046e-06
1095,snow,1794,2.64793246453046e-06
1096,onto,1792,2.64498047739052e-06
1097,press,1790,2.64202849025057e-06
1098,soul,1789,2.6405524966806e-06
1099,comment,1787,2.63760050954066e-06
1100,include,1786,2.63612451597068e-06
1101,worry,1785,2.63464852240071e-06
1102,caught,1781,2.62874454812082e-06
1103,dress,1778,2.62431656741091e-06
1104,keeping,1774,2.61841259313101e-06
1105,fantastic,1773,2.61693659956104e-06
1106,kinda,1773,2.61693659956104e-06
1107,oil,1772,2.61546060599107e-06
1108,teacher,1772,2.61546060599107e-06
1109,provide,1769,2.61103262528115e-06
1110,nearly,1767,2.60808063814121e-06
1111,author,1763,2.60217666386132e-06
1112,scene,1763,2.60217666386132e-06
1113,involved,1760,2.5977486831514e-06
1114,shoot,1760,2.5977486831514e-06
1115,indeed,1758,2.59479669601146e-06
1116,slow,1755,2.59036871530154e-06
1117,posted,1753,2.58741672816159e-06
1118,cake,1752,2.58594073459162e-06
1119,sports,1749,2.58151275388171e-06
1120,filled,1745,2.57560877960182e-06
1121,laugh,1745,2.57560877960182e-06
1122,east,1744,2.57413278603184e-06
1123,mostly,1742,2.5711807988919e-06
1124,heading,1741,2.56970480532193e-06
1125,shout,1740,2.56822881175195e-06
1126,natural,1738,2.56527682461201e-06
1127,similar,1737,2.56380083104204e-06
1128,changes,1736,2.56232483747206e-06
1129,currently,1736,2.56232483747206e-06
1130,doubt,1735,2.56084884390209e-06
1131,session,1735,2.56084884390209e-06
1132,total,1735,2.56084884390209e-06
1133,dm,1732,2.55642086319218e-06
1134,winter,1728,2.55051688891229e-06
1135,bottom,1724,2.5446129146324e-06
1136,land,1724,2.5446129146324e-06
1137,normal,1722,2.54166092749245e-06
1138,picked,1722,2.54166092749245e-06
1139,drop,1721,2.54018493392248e-06
1140,sugar,1721,2.54018493392248e-06
1141,app,1720,2.53870894035251e-06
1142,ended,1719,2.53723294678253e-06
1143,conversation,1717,2.53428095964259e-06
1144,kitchen,1716,2.53280496607262e-06
1145,calling,1715,2.53132897250264e-06
1146,services,1713,2.5283769853627e-06
1147,speaking,1711,2.52542499822276e-06
1148,brain,1707,2.51952102394286e-06
1149,james,1707,2.51952102394286e-06
1150,term,1706,2.51804503037289e-06
1151,build,1703,2.51361704966298e-06
1152,nature,1701,2.51066506252303e-06
1153,passed,1701,2.51066506252303e-06
1154,headed,1698,2.50623708181311e-06
1155,ladies,1696,2.50328509467317e-06
1156,creative,1695,2.5018091011032e-06
1157,hang,1692,2.49738112039328e-06
1158,enjoying,1691,2.49590512682331e-06
1159,positive,1689,2.49295313968336e-06
1160,weight,1686,2.48852515897345e-06
1161,drinking,1685,2.48704916540347e-06
1162,artist,1684,2.4855731718335e-06
1163,holy,1684,2.4855731718335e-06
1164,bet,1683,2.48409717826353e-06
1165,performance,1683,2.48409717826353e-06
1166,result,1682,2.48262118469356e-06
1167,em,1681,2.48114519112358e-06
1168,healthy,1680,2.47966919755361e-06
1169,shirt,1676,2.47376522327372e-06
1170,throw,1675,2.47228922970375e-06
1171,wake,1675,2.47228922970375e-06
1172,allow,1674,2.47081323613378e-06
1173,fat,1672,2.46786124899383e-06
1174,projects,1672,2.46786124899383e-06
1175,finding,1671,2.46638525542386e-06
1176,role,1671,2.46638525542386e-06
1177,pieces,1666,2.459005287574e-06
1178,ran,1666,2.459005287574e-06
1179,biggest,1659,2.44867333258419e-06
1180,player,1658,2.44719733901422e-06
1181,faith,1657,2.44572134544425e-06
1182,notice,1650,2.43538939045444e-06
1183,tea,1649,2.43391339688447e-06
1184,delicious,1648,2.43243740331449e-06
1185,society,1645,2.42800942260458e-06
1186,garden,1641,2.42210544832469e-06
1187,reach,1641,2.42210544832469e-06
1188,sell,1641,2.42210544832469e-06
1189,roll,1639,2.41915346118474e-06
1190,title,1638,2.41767746761477e-06
1191,cuz,1636,2.41472548047483e-06
1192,ain,1634,2.41177349333488e-06
1193,county,1634,2.41177349333488e-06
1194,miles,1634,2.41177349333488e-06
1195,pop,1633,2.41029749976491e-06
1196,towards,1631,2.40734551262496e-06
1197,tho,1629,2.40439352548502e-06
1198,content,1627,2.40144153834507e-06
1199,secret,1626,2.3999655447751e-06
1200,somewhere,1624,2.39701355763516e-06
1201,forgot,1622,2.39406157049521e-06
1202,pm,1622,2.39406157049521e-06
1203,glass,1618,2.38815759621532e-06
1204,web,1618,2.38815759621532e-06
1205,data,1617,2.38668160264535e-06
1206,member,1617,2.38668160264535e-06
1207,july,1616,2.38520560907538e-06
1208,comments,1615,2.38372961550541e-06
1209,stopped,1613,2.38077762836546e-06
1210,respect,1612,2.37930163479549e-06
1211,wedding,1610,2.37634964765554e-06
1212,studio,1607,2.37192166694563e-06
1213,bus,1604,2.36749368623571e-06
1214,calls,1604,2.36749368623571e-06
1215,loss,1603,2.36601769266574e-06
1216,chris,1602,2.36454169909576e-06
1217,period,1599,2.36011371838585e-06
1218,excellent,1597,2.3571617312459e-06
1219,recipe,1596,2.35568573767593e-06
1220,michael,1593,2.35125775696601e-06
1221,value,1593,2.35125775696601e-06
1222,episode,1587,2.34240179554618e-06
1223,everyday,1587,2.34240179554618e-06
1224,united,1586,2.34092580197621e-06
1225,spirit,1584,2.33797381483626e-06
1226,uk,1584,2.33797381483626e-06
1227,reasons,1583,2.33649782126629e-06
1228,nyc,1581,2.33354583412634e-06
1229,winner,1578,2.32911785341643e-06
1230,beauty,1577,2.32764185984646e-06
1231,clearly,1577,2.32764185984646e-06
1232,rich,1576,2.32616586627648e-06
1233,winning,1576,2.32616586627648e-06
1234,results,1575,2.32468987270651e-06
1235,ten,1575,2.32468987270651e-06
1236,2nd,1574,2.32321387913654e-06
1237,joy,1573,2.32173788556657e-06
1238,mouth,1572,2.32026189199659e-06
